"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009060","aerobic respiration","5/36","201/18805",0.0248756218905473,12.9940574903261,7.48715448141057,0.0000382208341750569,0.0353542716119277,0.026553421637408,"NDUFA1/DLST/ATP5ME/UQCC2/PARK7",5
"GO:0045333","cellular respiration","5/36","245/18805",0.0204081632653061,10.6604308390023,6.66570909697029,0.0000976748518131714,0.0451746189635918,0.0339291590508911,"NDUFA1/DLST/ATP5ME/UQCC2/PARK7",5
