"logFC","AveExpr","t","P.Value","adj.P.Val","B","contrast","gene_id","regulation"
-0.546188375964421,6.89046500553276,-4.4532844864401,0.0000167367578161074,0.136287418896563,0.647555525068816,"RRMS_vs_PPMS","ILMN_2062468","NS"
1.30808649442231,5.54353590819983,3.35835309779968,0.00100509068731142,0.995728753815215,-1.70560426240029,"RRMS_vs_PPMS","ILMN_1766551","NS"
-0.50355634944997,5.85075318416211,-3.35355719862794,0.00101720889819778,0.995728753815215,-1.71220319653277,"RRMS_vs_PPMS","ILMN_1783247","NS"
0.279179263532176,6.44826633435349,3.32941686113892,0.00110270273951429,0.995728753815215,-1.75826195368152,"RRMS_vs_PPMS","ILMN_1669057","NS"
-0.264331555689933,8.56207939922064,-3.30175922542055,0.00120888771881888,0.995728753815215,-1.81070270052933,"RRMS_vs_PPMS","ILMN_1664826","NS"
-0.17941970336922,9.56175249940607,-3.297659770567,0.00122541550752409,0.995728753815215,-1.81844554864418,"RRMS_vs_PPMS","ILMN_1776021","NS"
-0.276451031812328,6.30079044312719,-3.27372793230677,0.00132618585486121,0.995728753815215,-1.86349169856645,"RRMS_vs_PPMS","ILMN_1791222","NS"
0.915036943223444,5.7837580008382,3.2252292759332,0.00155815326738194,0.995728753815215,-1.95540040216201,"RRMS_vs_PPMS","ILMN_1753648","NS"
0.330481308008164,6.70686838500759,3.19957333120132,0.00168961269041535,0.995728753815215,-2.00137750590992,"RRMS_vs_PPMS","ILMN_1870646","NS"
-0.169547780407177,8.90331051901089,-3.13726675038916,0.00206441360979907,0.995728753815215,-2.11523324567069,"RRMS_vs_PPMS","ILMN_1806408","NS"
-0.35084710195038,7.21245569424221,-3.08200819177543,0.00245986951466616,0.995728753815215,-2.21466371867047,"RRMS_vs_PPMS","ILMN_2112402","NS"
0.194937647374142,7.74168933922179,3.07704557226501,0.00249861418048255,0.995728753815215,-2.22352163667232,"RRMS_vs_PPMS","ILMN_2262444","NS"
0.699797763280616,6.02483375164136,3.06317091469574,0.00261367339071477,0.995728753815215,-2.24907209788396,"RRMS_vs_PPMS","ILMN_1726114","NS"
0.264139184845321,7.68867913914441,3.04122028768059,0.00279548655233187,0.995728753815215,-2.28711476766449,"RRMS_vs_PPMS","ILMN_1879066","NS"
-0.180834315142656,9.08857508328885,-3.02887518790406,0.00290510582521804,0.995728753815215,-2.30888456176115,"RRMS_vs_PPMS","ILMN_1691117","NS"
0.230621409078086,6.48862281542941,2.99484016824326,0.00322817702003522,0.995728753815215,-2.36851934724651,"RRMS_vs_PPMS","ILMN_2386354","NS"
0.206787156358329,8.78409371670902,2.98903137950281,0.00328651275908435,0.995728753815215,-2.37864082716363,"RRMS_vs_PPMS","ILMN_1734288","NS"
0.380945672783245,6.26037684783645,2.9639882455594,0.00354928736389786,0.995728753815215,-2.42208789948539,"RRMS_vs_PPMS","ILMN_1751607","NS"
0.246995138226819,8.31856971834162,2.95751272892606,0.00362030769789101,0.995728753815215,-2.43327213182733,"RRMS_vs_PPMS","ILMN_1672004","NS"
0.174844046806573,10.4137556321691,2.95437090160999,0.0036552341271434,0.995728753815215,-2.43869113198194,"RRMS_vs_PPMS","ILMN_1665717","NS"
-0.244936831307915,7.46773780778788,-2.95199432347282,0.00368185893490215,0.995728753815215,-2.4427870097685,"RRMS_vs_PPMS","ILMN_1677041","NS"
0.254011080190788,7.35977876883542,2.93523196593182,0.00387476522487623,0.995728753815215,-2.47159681929386,"RRMS_vs_PPMS","ILMN_1767263","NS"
0.272106102546688,7.28476002678016,2.91888018222142,0.00407184327293116,0.995728753815215,-2.49956731853034,"RRMS_vs_PPMS","ILMN_1704431","NS"
-0.202303774951083,6.7652896581666,-2.91732083505604,0.00409110935118965,0.995728753815215,-2.50222774822169,"RRMS_vs_PPMS","ILMN_1692429","NS"
-0.147886828267416,7.64835247185342,-2.90359595473289,0.0042643236338057,0.995728753815215,-2.52559203510876,"RRMS_vs_PPMS","ILMN_1730294","NS"
0.2103474576172,10.070172914353,2.89171150125736,0.00441971182025915,0.995728753815215,-2.54574778421148,"RRMS_vs_PPMS","ILMN_2096116","NS"
0.157119781329651,8.72478215085209,2.8894315590016,0.00445010813387284,0.995728753815215,-2.54960648568316,"RRMS_vs_PPMS","ILMN_1786211","NS"
-0.259098704758864,8.4546348396313,-2.88941056193989,0.00445038895509715,0.995728753815215,-2.54964201026485,"RRMS_vs_PPMS","ILMN_1733453","NS"
-0.230171796842267,7.96420195760253,-2.87139323541093,0.00469742663087041,0.995728753815215,-2.58004429648956,"RRMS_vs_PPMS","ILMN_1769633","NS"
-0.188409837884223,6.71823365442875,-2.85496908891342,0.00493348208473397,0.995728753815215,-2.60761713034504,"RRMS_vs_PPMS","ILMN_1756852","NS"
0.231322738320149,6.61248105681845,2.83489808710691,0.00523664884809881,0.995728753815215,-2.64112898790346,"RRMS_vs_PPMS","ILMN_2150654","NS"
0.199471520975163,6.06309377777644,2.82827301391123,0.00534039171535588,0.995728753815215,-2.6521462762499,"RRMS_vs_PPMS","ILMN_1761531","NS"
0.997913321137717,4.99155214656097,2.82317883009966,0.00542288843952163,0.995728753815215,-2.66075289632776,"RRMS_vs_PPMS","ILMN_1806710","NS"
0.194054356012967,7.34889729080589,2.82244369532774,0.00543322095276943,0.995728753815215,-2.66182200470242,"RRMS_vs_PPMS","ILMN_1666976","NS"
0.167377550436464,7.56313372839359,2.82093720687242,0.00545744922974873,0.995728753815215,-2.66431975311055,"RRMS_vs_PPMS","ILMN_1676799","NS"
